prefix	length	first	prediction	default	objective	lower_bound	accuracy	upper_bound	num_captured	num_captured_correct	num_not_captured	curiosity
211, 359, 47, 64, 305, 264	6	211	1, 1, 1, 1, 0, 1	0	0.229787167449	0.006	0.776212832551	1.0	315	315	324	0.0121714285714
211, 359, 47, 64, 305, 73	6	211	1, 1, 1, 1, 0, 1	0	0.223527386541	0.006	0.782472613459	1.0	319	319	320	0.0120188087774
211, 359, 47, 73, 219, 296	6	211	1, 1, 1, 1, 1, 0	0	0.223527386541	0.006	0.782472613459	1.0	318	318	321	0.0120566037736
211, 359, 47, 73, 219, 30	6	211	1, 1, 1, 1, 1, 0	0	0.223527386541	0.006	0.782472613459	1.0	315	315	324	0.0121714285714
211, 359, 47, 73, 219, 64	6	211	1, 1, 1, 1, 1, 1	0	0.15310485133	0.006	0.85289514867	1.0	314	314	325	0.0122101910828
211, 359, 47, 73, 264, 219	6	211	1, 1, 1, 1, 1, 1	0	0.15310485133	0.006	0.85289514867	1.0	314	314	325	0.0122101910828
211, 359, 47, 73, 264, 64	6	211	1, 1, 1, 1, 1, 1	0	0.15310485133	0.006	0.85289514867	1.0	314	314	325	0.0122101910828
211, 359, 47, 73, 64, 183	6	211	1, 1, 1, 1, 1, 0	0	0.223527386541	0.006	0.782472613459	1.0	316	316	323	0.0121329113924
211, 47, 147, 64, 305, 73	6	211	1, 1, 1, 1, 0, 1	0	0.232917057903	0.006	0.773082942097	1.0	313	313	326	0.012249201278
211, 359, 147, 73, 219, 30, 111	7	211	1, 1, 1, 1, 1, 0, 0	0	0.226092331768	0.007	0.780907668232	1.0	338	338	301	0.0132337278107
211, 359, 147, 73, 219, 30, 13	7	211	1, 1, 1, 1, 1, 0, 0	0	0.226092331768	0.007	0.780907668232	1.0	324	324	315	0.0138055555556
211, 359, 147, 73, 219, 30, 174	7	211	1, 1, 1, 1, 1, 0, 0	0	0.226092331768	0.007	0.780907668232	1.0	342	342	297	0.0130789473684
211, 359, 147, 73, 219, 30, 180	7	211	1, 1, 1, 1, 1, 0, 0	0	0.226092331768	0.007	0.780907668232	1.0	347	347	292	0.0128904899135
211, 359, 147, 73, 219, 30, 21	7	211	1, 1, 1, 1, 1, 0, 0	0	0.226092331768	0.007	0.780907668232	1.0	321	321	318	0.0139345794393
211, 359, 147, 73, 219, 30, 22	7	211	1, 1, 1, 1, 1, 0, 0	0	0.226092331768	0.007	0.780907668232	1.0	337	337	302	0.0132729970326
211, 359, 147, 73, 219, 30, 23	7	211	1, 1, 1, 1, 1, 0, 0	0	0.226092331768	0.007	0.780907668232	1.0	340	340	299	0.0131558823529
211, 359, 147, 73, 219, 30, 242	7	211	1, 1, 1, 1, 1, 0, 0	0	0.226092331768	0.007	0.780907668232	1.0	340	340	299	0.0131558823529
211, 359, 147, 73, 219, 30, 253	7	211	1, 1, 1, 1, 1, 0, 0	0	0.226092331768	0.007	0.780907668232	1.0	324	324	315	0.0138055555556
211, 359, 147, 73, 219, 30, 3	7	211	1, 1, 1, 1, 1, 0, 0	0	0.226092331768	0.007	0.780907668232	1.0	326	326	313	0.0137208588957
211, 359, 147, 73, 219, 30, 302	7	211	1, 1, 1, 1, 1, 0, 0	0	0.226092331768	0.007	0.780907668232	1.0	334	334	305	0.0133922155689
211, 359, 147, 73, 219, 30, 32	7	211	1, 1, 1, 1, 1, 0, 0	0	0.226092331768	0.007	0.780907668232	1.0	334	334	305	0.0133922155689
211, 359, 147, 73, 219, 30, 352	7	211	1, 1, 1, 1, 1, 0, 0	0	0.226092331768	0.007	0.780907668232	1.0	338	338	301	0.0132337278107
211, 359, 147, 73, 219, 30, 372	7	211	1, 1, 1, 1, 1, 0, 0	0	0.226092331768	0.007	0.780907668232	1.0	347	347	292	0.0128904899135
211, 359, 147, 73, 219, 30, 4	7	211	1, 1, 1, 1, 1, 0, 0	0	0.226092331768	0.007	0.780907668232	1.0	342	342	297	0.0130789473684
211, 359, 147, 73, 219, 30, 92	7	211	1, 1, 1, 1, 1, 0, 0	0	0.226092331768	0.007	0.780907668232	1.0	337	337	302	0.0132729970326
211, 359, 147, 73, 219, 64, 110	7	211	1, 1, 1, 1, 1, 1, 0	0	0.15410485133	0.007	0.85289514867	1.0	338	338	301	0.0132337278107
211, 359, 147, 73, 219, 64, 112	7	211	1, 1, 1, 1, 1, 1, 0	0	0.15410485133	0.007	0.85289514867	1.0	351	351	288	0.0127435897436
211, 359, 147, 73, 219, 64, 116	7	211	1, 1, 1, 1, 1, 1, 0	0	0.15410485133	0.007	0.85289514867	1.0	321	321	318	0.0139345794393
211, 359, 147, 73, 219, 64, 118	7	211	1, 1, 1, 1, 1, 1, 0	0	0.15410485133	0.007	0.85289514867	1.0	325	325	314	0.0137630769231
211, 359, 147, 73, 219, 64, 125	7	211	1, 1, 1, 1, 1, 1, 0	0	0.15410485133	0.007	0.85289514867	1.0	340	340	299	0.0131558823529
211, 359, 147, 73, 219, 64, 126	7	211	1, 1, 1, 1, 1, 1, 0	0	0.15410485133	0.007	0.85289514867	1.0	344	344	295	0.0130029069767
211, 359, 147, 73, 219, 64, 13	7	211	1, 1, 1, 1, 1, 1, 0	0	0.15410485133	0.007	0.85289514867	1.0	339	339	300	0.0131946902655
211, 359, 147, 73, 219, 64, 14	7	211	1, 1, 1, 1, 1, 1, 0	0	0.15410485133	0.007	0.85289514867	1.0	342	342	297	0.0130789473684
211, 359, 147, 73, 219, 64, 167	7	211	1, 1, 1, 1, 1, 1, 0	0	0.15410485133	0.007	0.85289514867	1.0	347	347	292	0.0128904899135
211, 359, 147, 73, 219, 64, 175	7	211	1, 1, 1, 1, 1, 1, 0	0	0.15410485133	0.007	0.85289514867	1.0	342	342	297	0.0130789473684
211, 359, 147, 73, 219, 64, 179	7	211	1, 1, 1, 1, 1, 1, 0	0	0.15410485133	0.007	0.85289514867	1.0	340	340	299	0.0131558823529
211, 359, 147, 73, 219, 64, 18	7	211	1, 1, 1, 1, 1, 1, 0	0	0.15410485133	0.007	0.85289514867	1.0	338	338	301	0.0132337278107
211, 359, 147, 73, 219, 64, 181	7	211	1, 1, 1, 1, 1, 1, 0	0	0.15410485133	0.007	0.85289514867	1.0	345	345	294	0.0129652173913
211, 359, 147, 73, 219, 64, 182	7	211	1, 1, 1, 1, 1, 1, 0	0	0.15410485133	0.007	0.85289514867	1.0	340	340	299	0.0131558823529
211, 359, 147, 73, 219, 64, 183	7	211	1, 1, 1, 1, 1, 1, 0	0	0.15410485133	0.007	0.85289514867	1.0	361	361	278	0.0123905817175
211, 359, 147, 73, 219, 64, 187	7	211	1, 1, 1, 1, 1, 1, 0	0	0.15410485133	0.007	0.85289514867	1.0	337	337	302	0.0132729970326
211, 359, 147, 73, 219, 64, 189	7	211	1, 1, 1, 1, 1, 1, 0	0	0.15410485133	0.007	0.85289514867	1.0	349	349	290	0.0128166189112
211, 359, 147, 73, 219, 64, 193	7	211	1, 1, 1, 1, 1, 1, 0	0	0.15410485133	0.007	0.85289514867	1.0	322	322	317	0.0138913043478
211, 359, 147, 73, 219, 64, 21	7	211	1, 1, 1, 1, 1, 1, 0	0	0.15410485133	0.007	0.85289514867	1.0	332	332	307	0.0134728915663
211, 359, 147, 73, 219, 64, 22	7	211	1, 1, 1, 1, 1, 1, 0	0	0.15410485133	0.007	0.85289514867	1.0	339	339	300	0.0131946902655
211, 359, 147, 73, 219, 64, 23	7	211	1, 1, 1, 1, 1, 1, 0	0	0.15410485133	0.007	0.85289514867	1.0	346	346	293	0.0129277456647
211, 359, 147, 73, 219, 64, 24	7	211	1, 1, 1, 1, 1, 1, 0	0	0.15410485133	0.007	0.85289514867	1.0	343	343	296	0.0130408163265
211, 359, 147, 73, 219, 64, 259	7	211	1, 1, 1, 1, 1, 1, 0	0	0.15410485133	0.007	0.85289514867	1.0	347	347	292	0.0128904899135
211, 359, 147, 73, 219, 64, 261	7	211	1, 1, 1, 1, 1, 1, 0	0	0.15410485133	0.007	0.85289514867	1.0	341	341	298	0.0131173020528
211, 359, 147, 73, 219, 64, 264	7	211	1, 1, 1, 1, 1, 1, 1	0	0.0868122065728	0.007	0.920187793427	1.0	357	357	282	0.0125294117647
211, 359, 147, 73, 219, 64, 27	7	211	1, 1, 1, 1, 1, 1, 0	0	0.15410485133	0.007	0.85289514867	1.0	343	343	296	0.0130408163265
211, 359, 147, 73, 219, 64, 28	7	211	1, 1, 1, 1, 1, 1, 0	0	0.15410485133	0.007	0.85289514867	1.0	339	339	300	0.0131946902655
211, 359, 147, 73, 219, 64, 29	7	211	1, 1, 1, 1, 1, 1, 0	0	0.15410485133	0.007	0.85289514867	1.0	347	347	292	0.0128904899135
211, 359, 147, 73, 219, 64, 3	7	211	1, 1, 1, 1, 1, 1, 0	0	0.15410485133	0.007	0.85289514867	1.0	326	326	313	0.0137208588957
211, 359, 147, 73, 219, 64, 30	7	211	1, 1, 1, 1, 1, 1, 0	0	0.15410485133	0.007	0.85289514867	1.0	360	360	279	0.012425
211, 359, 147, 73, 219, 64, 309	7	211	1, 1, 1, 1, 1, 1, 0	0	0.15410485133	0.007	0.85289514867	1.0	324	324	315	0.0138055555556
211, 359, 147, 73, 219, 64, 32	7	211	1, 1, 1, 1, 1, 1, 0	0	0.15410485133	0.007	0.85289514867	1.0	345	345	294	0.0129652173913
211, 359, 147, 73, 219, 64, 332	7	211	1, 1, 1, 1, 1, 1, 0	0	0.15410485133	0.007	0.85289514867	1.0	329	329	310	0.0135957446809
211, 359, 147, 73, 219, 64, 333	7	211	1, 1, 1, 1, 1, 1, 0	0	0.15410485133	0.007	0.85289514867	1.0	322	322	317	0.0138913043478
211, 359, 147, 73, 219, 64, 360	7	211	1, 1, 1, 1, 1, 1, 0	0	0.15410485133	0.007	0.85289514867	1.0	343	343	296	0.0130408163265
211, 359, 147, 73, 219, 64, 363	7	211	1, 1, 1, 1, 1, 1, 0	0	0.15410485133	0.007	0.85289514867	1.0	334	334	305	0.0133922155689
211, 359, 147, 73, 219, 64, 4	7	211	1, 1, 1, 1, 1, 1, 0	0	0.15410485133	0.007	0.85289514867	1.0	342	342	297	0.0130789473684
211, 359, 147, 73, 219, 64, 46	7	211	1, 1, 1, 1, 1, 1, 0	0	0.15410485133	0.007	0.85289514867	1.0	339	339	300	0.0131946902655
211, 359, 147, 73, 219, 64, 51	7	211	1, 1, 1, 1, 1, 1, 0	0	0.15410485133	0.007	0.85289514867	1.0	341	341	298	0.0131173020528
211, 359, 147, 73, 219, 64, 94	7	211	1, 1, 1, 1, 1, 1, 0	0	0.15410485133	0.007	0.85289514867	1.0	347	347	292	0.0128904899135
211, 359, 147, 73, 219, 64, 96	7	211	1, 1, 1, 1, 1, 1, 0	0	0.15410485133	0.007	0.85289514867	1.0	339	339	300	0.0131946902655
211, 359, 147, 73, 64, 183, 111	7	211	1, 1, 1, 1, 1, 0, 0	0	0.226092331768	0.007	0.780907668232	1.0	339	339	300	0.0131946902655
211, 359, 147, 73, 64, 183, 116	7	211	1, 1, 1, 1, 1, 0, 0	0	0.226092331768	0.007	0.780907668232	1.0	322	322	317	0.0138913043478
211, 359, 147, 73, 64, 183, 125	7	211	1, 1, 1, 1, 1, 0, 0	0	0.226092331768	0.007	0.780907668232	1.0	341	341	298	0.0131173020528
211, 359, 147, 73, 64, 183, 167	7	211	1, 1, 1, 1, 1, 0, 0	0	0.226092331768	0.007	0.780907668232	1.0	348	348	291	0.0128534482759
211, 359, 147, 73, 64, 183, 174	7	211	1, 1, 1, 1, 1, 0, 0	0	0.226092331768	0.007	0.780907668232	1.0	332	332	307	0.0134728915663
211, 359, 147, 73, 64, 183, 187	7	211	1, 1, 1, 1, 1, 0, 0	0	0.226092331768	0.007	0.780907668232	1.0	325	325	314	0.0137630769231
211, 359, 147, 73, 64, 183, 188	7	211	1, 1, 1, 1, 1, 0, 0	0	0.226092331768	0.007	0.780907668232	1.0	341	341	298	0.0131173020528
211, 359, 147, 73, 64, 183, 189	7	211	1, 1, 1, 1, 1, 0, 0	0	0.226092331768	0.007	0.780907668232	1.0	342	342	297	0.0130789473684
211, 359, 147, 73, 64, 183, 193	7	211	1, 1, 1, 1, 1, 0, 0	0	0.226092331768	0.007	0.780907668232	1.0	320	320	319	0.013978125
211, 359, 147, 73, 64, 183, 22	7	211	1, 1, 1, 1, 1, 0, 0	0	0.226092331768	0.007	0.780907668232	1.0	340	340	299	0.0131558823529
211, 359, 147, 73, 64, 183, 242	7	211	1, 1, 1, 1, 1, 0, 0	0	0.226092331768	0.007	0.780907668232	1.0	341	341	298	0.0131173020528
211, 359, 147, 73, 64, 183, 29	7	211	1, 1, 1, 1, 1, 0, 0	0	0.226092331768	0.007	0.780907668232	1.0	345	345	294	0.0129652173913
211, 359, 147, 73, 64, 183, 32	7	211	1, 1, 1, 1, 1, 0, 0	0	0.226092331768	0.007	0.780907668232	1.0	345	345	294	0.0129652173913
211, 359, 147, 73, 64, 183, 332	7	211	1, 1, 1, 1, 1, 0, 0	0	0.226092331768	0.007	0.780907668232	1.0	329	329	310	0.0135957446809
211, 359, 147, 73, 64, 183, 333	7	211	1, 1, 1, 1, 1, 0, 0	0	0.226092331768	0.007	0.780907668232	1.0	322	322	317	0.0138913043478
211, 359, 147, 73, 64, 183, 360	7	211	1, 1, 1, 1, 1, 0, 0	0	0.226092331768	0.007	0.780907668232	1.0	340	340	299	0.0131558823529
211, 359, 147, 73, 64, 183, 46	7	211	1, 1, 1, 1, 1, 0, 0	0	0.226092331768	0.007	0.780907668232	1.0	324	324	315	0.0138055555556
211, 359, 147, 73, 64, 183, 96	7	211	1, 1, 1, 1, 1, 0, 0	0	0.226092331768	0.007	0.780907668232	1.0	339	339	300	0.0131946902655
211, 359, 219, 147, 264, 35, 0	7	211	1, 1, 1, 1, 1, 0, 0	0	0.232352112676	0.007	0.774647887324	1.0	323	323	316	0.0138482972136
211, 359, 219, 147, 264, 35, 1	7	211	1, 1, 1, 1, 1, 0, 0	0	0.232352112676	0.007	0.774647887324	1.0	341	341	298	0.0131173020528
211, 359, 219, 147, 264, 35, 10	7	211	1, 1, 1, 1, 1, 0, 0	1	0.218267605634	0.007	0.788732394366	1.0	360	360	279	0.012425
211, 359, 219, 147, 264, 35, 11	7	211	1, 1, 1, 1, 1, 0, 0	0	0.232352112676	0.007	0.774647887324	1.0	325	325	314	0.0137630769231
211, 359, 219, 147, 264, 35, 111	7	211	1, 1, 1, 1, 1, 0, 0	0	0.232352112676	0.007	0.774647887324	1.0	339	339	300	0.0131946902655
211, 359, 219, 147, 264, 35, 12	7	211	1, 1, 1, 1, 1, 0, 0	0	0.232352112676	0.007	0.774647887324	1.0	327	327	312	0.0136788990826
211, 359, 219, 147, 264, 35, 13	7	211	1, 1, 1, 1, 1, 0, 0	0	0.232352112676	0.007	0.774647887324	1.0	333	333	306	0.0134324324324
211, 359, 219, 147, 264, 35, 14	7	211	1, 1, 1, 1, 1, 0, 0	0	0.232352112676	0.007	0.774647887324	1.0	327	327	312	0.0136788990826
211, 359, 219, 147, 264, 35, 15	7	211	1, 1, 1, 1, 1, 0, 0	0	0.232352112676	0.007	0.774647887324	1.0	328	328	311	0.013637195122
211, 359, 219, 147, 264, 35, 16	7	211	1, 1, 1, 1, 1, 0, 0	0	0.232352112676	0.007	0.774647887324	1.0	338	338	301	0.0132337278107
211, 359, 219, 147, 264, 35, 17	7	211	1, 1, 1, 1, 1, 0, 0	0	0.232352112676	0.007	0.774647887324	1.0	328	328	311	0.013637195122
211, 359, 219, 147, 264, 35, 18	7	211	1, 1, 1, 1, 1, 0, 0	0	0.232352112676	0.007	0.774647887324	1.0	329	329	310	0.0135957446809
211, 359, 219, 147, 264, 35, 180	7	211	1, 1, 1, 1, 1, 0, 0	0	0.232352112676	0.007	0.774647887324	1.0	348	348	291	0.0128534482759
211, 359, 219, 147, 264, 35, 19	7	211	1, 1, 1, 1, 1, 0, 0	0	0.232352112676	0.007	0.774647887324	1.0	324	324	315	0.0138055555556
211, 359, 219, 147, 264, 35, 2	7	211	1, 1, 1, 1, 1, 0, 0	0	0.232352112676	0.007	0.774647887324	1.0	333	333	306	0.0134324324324
211, 359, 219, 147, 264, 35, 20	7	211	1, 1, 1, 1, 1, 0, 0	0	0.232352112676	0.007	0.774647887324	1.0	342	342	297	0.0130789473684
211, 359, 219, 147, 264, 35, 21	7	211	1, 1, 1, 1, 1, 0, 0	0	0.232352112676	0.007	0.774647887324	1.0	320	320	319	0.013978125
211, 359, 219, 147, 264, 35, 22	7	211	1, 1, 1, 1, 1, 0, 0	0	0.232352112676	0.007	0.774647887324	1.0	329	329	310	0.0135957446809
211, 359, 219, 147, 264, 35, 23	7	211	1, 1, 1, 1, 1, 0, 0	0	0.232352112676	0.007	0.774647887324	1.0	331	331	308	0.0135135951662
211, 359, 219, 147, 264, 35, 24	7	211	1, 1, 1, 1, 1, 0, 0	0	0.232352112676	0.007	0.774647887324	1.0	327	327	312	0.0136788990826
211, 359, 219, 147, 264, 35, 25	7	211	1, 1, 1, 1, 1, 0, 0	0	0.232352112676	0.007	0.774647887324	1.0	328	328	311	0.013637195122
211, 359, 219, 147, 264, 35, 26	7	211	1, 1, 1, 1, 1, 0, 0	0	0.232352112676	0.007	0.774647887324	1.0	339	339	300	0.0131946902655
211, 359, 219, 147, 264, 35, 28	7	211	1, 1, 1, 1, 1, 0, 0	0	0.232352112676	0.007	0.774647887324	1.0	325	325	314	0.0137630769231
